#{"t_start": 1770583015.146034, "env_id": "None"}
r,l,t
-41.34917,500,3364.094891
111.92084,500,3378.497225
-0.6621947,500,3378.497264
-42.363323,500,3378.49728
-35.484066,500,3378.497293
-2.1408234,500,3402.776077
418.6557,500,3402.776118
458.2316,500,3402.776133
236.88004,500,3402.776146
-51.14024,500,3417.037598
180.7027,500,3417.037638
-46.428772,500,3417.037654
56.14705,500,3417.037667
196.92934,500,3430.838664
205.45564,500,3430.838708
168.70793,500,3430.838724
226.61418,500,3430.838737
-51.298912,500,3444.545496
43.969585,500,3444.54554
221.7062,500,3444.545556
281.443,500,3444.545569
-38.40601,500,3468.483992
-20.415352,500,3468.484033
148.40833,500,3468.484049
77.77893,500,3468.484062
164.28668,500,3481.801469
99.28885,500,3481.801508
116.71929,500,3481.801525
97.67554,500,3481.801538
298.6478,500,3495.694923
289.76288,500,3495.694969
147.31306,500,3495.694986
-54.91825,500,3495.694999
183.43994,500,3509.353385
190.65854,500,3509.353427
63.499287,500,3509.353443
149.2021,500,3509.353457
-73.941376,500,3532.571994
40.939903,500,3532.572044
-5.844299,500,3532.57206
36.84247,500,3532.572073
256.6881,500,3546.491826
19.565632,500,3546.491867
113.33444,500,3546.491882
-14.473866,500,3546.491895
55.738586,500,3560.388303
-17.266356,500,3560.388344
47.260788,500,3560.38836
36.36427,500,3560.388373
90.03188,500,3575.02657
196.92886,500,3575.026611
-56.95386,500,3575.026628
-41.634445,500,3575.026641
113.25725,500,3600.009904
86.274414,500,3600.009946
302.77664,500,3600.009962
221.76762,500,3600.009975
52.027756,500,3614.504923
17.449547,500,3614.504965
-11.660956,500,3614.504981
47.169556,500,3614.504994
168.07303,500,3627.808225
-44.44454,500,3627.808271
15.241833,500,3627.808288
157.57648,500,3627.8083
191.52617,500,3641.114564
124.63867,500,3641.114605
214.57007,500,3641.114622
151.74887,500,3641.114635
104.2265,500,3665.433296
-20.000116,500,3665.433339
-33.534946,500,3665.433355
228.02612,500,3665.433368
190.00092,500,3682.631421
118.43109,500,3682.631667
137.45918,500,3682.631764
68.3179,500,3682.63179
196.87578,500,3698.194621
107.74669,500,3698.194662
157.52568,500,3698.194677
40.00029,500,3698.19469
