#{"t_start": 1770578320.2685711, "env_id": "None"}
r,l,t
739.59656,1000,3698.953262
514.03436,1000,3699.017463
584.04974,1000,3709.594728
919.8044,802,3710.837203
904.60156,954,3712.241687
441.51117,1000,3713.853994
774.12384,1000,3726.574674
901.4057,986,3727.626868
692.77,1000,3729.261166
548.74304,1000,3730.895781
825.08795,1000,3741.409495
626.90405,1000,3742.430799
826.3595,1000,3744.012232
421.27307,1000,3745.598753
347.67007,1000,3758.096177
758.7029,1000,3759.117308
280.43045,1000,3760.727769
851.67944,1000,3762.338963
322.94626,1000,3773.839252
731.0906,1000,3775.013566
716.77344,1000,3776.835472
516.8903,1000,3778.632289
724.62976,1000,3791.855528
677.1292,1000,3792.895073
852.6849,1000,3794.503518
872.4185,1000,3796.092497
292.85593,1000,3806.649012
864.5469,1000,3807.696697
904.7074,953,3808.608002
892.57153,1000,3810.894054
909.2075,908,3823.367444
312.9645,1000,3823.725297
881.8908,1000,3825.684787
333.89362,1000,3827.968191
804.2894,1000,3838.23468
893.3998,1000,3838.604708
706.896,1000,3840.524215
884.91156,1000,3842.812118
636.85034,1000,3855.027463
488.0453,1000,3855.390546
606.0972,1000,3857.322865
782.1496,1000,3859.590768
454.76553,1000,3870.543274
851.8953,1000,3870.948547
387.96793,1000,3873.098365
707.8126,1000,3875.667096
217.40463,1000,3888.665883
803.62445,1000,3889.025257
865.7845,1000,3890.947579
541.6495,1000,3893.270131
917.2108,828,3901.33642
816.9745,1000,3903.565536
609.96844,1000,3905.842519
412.106,1000,3908.168872
524.99786,1000,3918.380779
849.28314,1000,3920.617491
700.75916,1000,3922.926805
670.3291,1000,3925.239474
867.28357,1000,3933.239988
650.99744,1000,3935.460757
375.88107,1000,3937.750304
778.14233,1000,3940.037021
504.23712,1000,3950.080451
888.81494,1000,3952.357705
845.8567,1000,3954.69176
564.66833,1000,3957.06678
538.29486,1000,3965.398548
403.4931,1000,3967.833792
430.19754,1000,3970.38212
574.58484,1000,3972.910794
772.1353,1000,3981.864796
791.7024,1000,3986.117439
857.7004,1000,3988.372929
805.92804,1000,3990.651963
719.3618,1000,3998.773731
632.8613,1000,4001.050521
900.408,996,4003.290015
712.1052,1000,4005.675125
888.4232,1000,4013.730137
529.04193,1000,4018.073874
880.8541,1000,4020.274237
365.79333,1000,4022.631731
732.75616,1000,4030.630029
739.87115,1000,4032.840825
525.4649,1000,4035.062565
791.47327,1000,4037.366973
277.70428,1000,4045.388176
600.3531,1000,4049.519316
590.3802,1000,4051.709557
889.4438,1000,4054.068064
679.14557,1000,4062.653507
278.20126,1000,4066.700285
791.1582,1000,4069.207887
878.8072,1000,4071.997721
867.8635,1000,4080.57768
885.6738,1000,4082.963859
727.3663,1000,4088.088727
913.5025,865,4088.441185
452.07965,1000,4098.432838
766.43884,1000,4100.633581
501.4709,1000,4102.838941
558.4462,1000,4103.203424
614.29395,1000,4113.460562
697.58636,1000,4115.799853
453.84317,1000,4120.128161
886.6312,1000,4120.489574
523.0493,1000,4130.574231
752.74414,1000,4132.804376
562.97174,1000,4135.008376
814.82837,1000,4135.391635
822.5641,1000,4145.399573
550.5547,1000,4147.603201
871.5364,1000,4151.737659
875.2739,1000,4152.103917
914.7021,853,4159.999596
919.00397,810,4163.789611
880.4792,1000,4164.422973
603.0809,1000,4167.10214
800.3329,1000,4175.802344
483.3328,1000,4179.975899
340.47168,1000,4180.676704
503.6992,1000,4185.576276
727.5875,1000,4193.469034
612.27936,1000,4197.28641
891.9712,1000,4197.926403
879.8066,1000,4200.472334
606.89594,1000,4208.347645
603.949,1000,4212.125801
788.89026,1000,4212.761461
884.913,1000,4215.36567
618.02576,1000,4225.405061
786.93506,1000,4229.176295
821.15424,1000,4229.794601
697.46826,1000,4232.380776
628.8124,1000,4240.295311
831.9774,1000,4244.058254
366.21207,1000,4244.679638
